Generation,BestFitness,AvgFitness,globalBestFitness,WorstFitness
788,509.19,56.54, 5525.92,-50.10
789,511.38,51.53, 5525.92,-50.10
790,3506.44,185.10, 5525.92,-50.10
791,3460.18,360.16, 5525.92,-50.10
792,3513.47,282.30, 5525.92,-50.10
793,3506.12,266.14, 5525.92,-50.10
794,3506.80,421.17, 5525.92,-50.10
795,3011.23,166.69, 5525.92,-49.92
796,1008.53,70.84, 5525.92,-50.10
797,3509.37,530.82, 5525.92,-50.10
798,5524.90,671.71, 5525.92,-50.10
799,2510.15,234.72, 5525.92,-50.10
800,3506.15,427.20, 5525.92,-50.10
801,1009.00,135.57, 5525.92,-50.10
802,5525.69,534.36, 5525.92,-50.05
803,5525.37,809.97, 5525.92,-49.98
804,3511.29,325.14, 5525.92,-50.10
805,3471.65,530.88, 5525.92,-50.10
806,5521.93,462.30, 5525.92,-50.10
807,3511.75,378.11, 5525.92,-50.07
808,2007.63,378.11, 5525.92,-50.10
809,3472.78,501.99, 5525.92,-50.10
810,3475.03,331.37, 5525.92,-49.96
811,5522.35,1122.10, 5525.92,-50.10
812,3472.23,396.73, 5525.92,-50.10
813,500.00,2.20, 5525.92,-50.10
814,25.82,-32.64, 5525.92,-50.10
815,1514.03,229.33, 5525.92,-50.10
816,3004.97,321.02, 5525.92,-50.10
817,2508.11,359.28, 5525.92,-50.09
818,504.96,108.95, 5525.92,-50.07
819,5525.35,306.15, 5525.92,-50.10
820,2006.50,96.06, 5525.92,-50.10
821,3003.22,302.77, 5525.92,-50.10
822,5525.66,809.94, 5525.92,-50.10
823,5522.94,716.46, 5525.92,-50.10
824,1007.02,46.04, 5525.92,-50.10
825,5525.77,677.20, 5525.92,-50.10
826,2511.69,412.60, 5525.92,-50.10
827,5523.35,377.73, 5525.92,-50.10
828,3472.77,432.55, 5525.92,-50.10
829,3473.04,432.78, 5525.92,-50.10
830,460.60,5.53, 5525.92,-50.10
831,2500.11,147.53, 5525.92,-50.10
832,3000.69,241.76, 5525.92,-50.10
833,1007.76,148.56, 5525.92,-50.10
834,5524.80,1211.30, 5525.92,-50.10
835,3010.37,250.07, 5525.92,-50.10
836,3504.60,235.11, 5525.92,-50.10
837,3003.06,433.48, 5525.92,-50.10
838,1002.00,62.88, 5525.92,-50.02
839,3470.96,383.97, 5525.92,-50.10
840,5525.32,328.59, 5525.92,-50.10
841,1007.44,47.55, 5525.92,-50.10
842,3471.85,277.16, 5525.92,-50.10
843,2500.16,581.25, 5525.92,-50.09
844,5525.64,473.40, 5525.92,-49.93
845,3473.33,258.42, 5525.92,-50.10
846,5521.70,539.08, 5525.92,-50.02
847,508.20,73.61, 5525.92,-50.10
848,5523.67,531.30, 5525.92,-50.10
849,5523.48,272.09, 5525.92,-50.09
850,3473.02,300.52, 5525.92,-50.10
851,3473.25,578.93, 5525.92,-50.08
852,2009.96,246.96, 5525.92,-50.10
853,5525.46,633.33, 5525.92,-50.03
854,509.04,32.43, 5525.92,-50.10
855,3471.79,458.07, 5525.92,-50.10
856,3010.10,410.93, 5525.92,-50.10
857,2010.34,196.85, 5525.92,-50.10
858,1505.84,256.97, 5525.92,-50.10
859,3473.53,273.53, 5525.92,-50.10
860,5525.58,359.77, 5525.92,-50.10
861,5525.75,525.72, 5525.92,-50.10
862,3513.65,182.97, 5525.92,-50.10
863,2009.90,329.92, 5525.92,-50.10
864,1009.10,107.69, 5525.92,-50.00
865,2461.14,227.25, 5525.92,-50.10
866,5522.80,551.20, 5525.92,-50.07
867,3469.79,229.32, 5525.92,-50.10
868,27.51,-12.52, 5525.92,-50.10
869,3469.74,418.76, 5525.92,-50.10
870,1501.16,49.20, 5525.92,-50.10
871,5526.12,274.34, 5526.12,-50.10
872,3004.40,382.73, 5526.12,-50.09
873,3464.73,517.38, 5526.12,-50.02
874,5522.38,588.40, 5526.12,-50.10
875,2009.22,334.25, 5526.12,-50.10
876,1012.44,181.06, 5526.12,-50.10
877,3463.64,621.82, 5526.12,-50.10
878,5526.11,568.87, 5526.12,-50.07
879,5518.93,636.29, 5526.12,-50.06
880,2451.46,285.11, 5526.12,-50.10
881,3511.24,442.19, 5526.12,-50.10
882,5526.15,1144.90, 5526.15,-49.99
883,3010.52,582.97, 5526.15,-50.10
884,3500.65,913.75, 5526.15,-50.10
885,3473.20,760.34, 5526.15,-50.10
886,5525.97,944.40, 5526.15,-50.10
887,2006.42,562.88, 5526.15,-50.10
888,3500.28,564.45, 5526.15,-49.97
889,3472.97,691.70, 5526.15,-49.99
890,2009.08,488.65, 5526.15,-50.10
891,3474.18,1216.24, 5526.15,-50.08
892,5525.50,1974.68, 5526.15,-47.90
893,3470.51,513.61, 5526.15,-50.06
894,3464.86,619.07, 5526.15,-50.09
895,3001.73,467.38, 5526.15,-50.10
896,3500.70,664.14, 5526.15,-50.10
897,3008.42,301.25, 5526.15,-50.10
898,2008.04,667.02, 5526.15,-50.07
899,3003.27,621.34, 5526.15,-50.02
900,5524.65,1096.74, 5526.15,-49.90
901,5522.20,1522.66, 5526.15,-50.02
902,3473.80,813.83, 5526.15,-50.10
903,5525.47,972.45, 5526.15,-50.10
904,3470.55,308.41, 5526.15,-50.04
905,5517.39,1298.23, 5526.15,-50.10
906,5516.44,1298.89, 5526.15,-50.09
907,3004.73,537.09, 5526.15,-50.04
908,3473.77,715.44, 5526.15,-50.10
909,5525.45,1367.27, 5526.15,-49.79
910,5525.06,840.98, 5526.15,-49.96
911,5525.10,1140.16, 5526.15,-50.10
912,3472.51,660.60, 5526.15,-50.10
913,2005.10,269.21, 5526.15,-50.09
914,2500.18,328.17, 5526.15,-50.02
915,3511.76,1197.19, 5526.15,-49.85
916,2500.18,397.91, 5526.15,-50.06
917,5525.57,1129.05, 5526.15,-50.05
918,5525.98,769.97, 5526.15,-50.10
919,3469.76,563.69, 5526.15,-50.10
920,2010.08,356.32, 5526.15,-50.10
921,3471.94,585.88, 5526.15,-50.10
922,5523.89,1040.01, 5526.15,-50.07
923,2501.16,468.37, 5526.15,-50.10
924,5525.87,840.81, 5526.15,-50.03
925,3004.79,397.59, 5526.15,-50.10
926,3471.89,388.27, 5526.15,-50.00
927,3510.66,534.36, 5526.15,-50.09
928,2011.38,259.23, 5526.15,-49.98
929,3472.60,638.93, 5526.15,-49.70
930,3510.61,936.46, 5526.15,-49.89
931,5524.37,1466.07, 5526.15,-48.53
932,5525.83,841.16, 5526.15,-50.10
933,2506.60,359.97, 5526.15,-50.10
934,1009.50,312.11, 5526.15,-50.10
935,3474.18,907.53, 5526.15,-50.10
936,5525.97,894.08, 5526.15,-50.00
937,2008.02,253.90, 5526.15,-50.05
938,3001.71,744.33, 5526.15,-50.09
939,3500.87,333.24, 5526.15,-50.01
940,3010.25,1037.61, 5526.15,-50.10
941,5526.17,730.99, 5526.17,-50.10
942,3512.62,839.48, 5526.17,-50.09
943,5524.86,1167.97, 5526.17,-50.10
944,3472.59,1038.52, 5526.17,-50.09
945,3470.28,788.55, 5526.17,-50.10
946,2009.34,463.87, 5526.17,-49.99
947,3502.47,872.49, 5526.17,-49.99
948,3009.70,864.34, 5526.17,-47.57
949,3504.98,865.34, 5526.17,-50.10
950,5524.37,1717.27, 5526.17,-50.10
951,2509.43,967.84, 5526.17,-49.86
952,5523.56,1819.01, 5526.17,-49.77
953,3011.15,418.24, 5526.17,-50.08
954,5525.98,1214.08, 5526.17,-50.08
955,3514.11,1319.90, 5526.17,-50.08
956,3506.98,857.28, 5526.17,-50.10
957,3504.62,1214.16, 5526.17,-50.08
958,3502.43,895.20, 5526.17,-50.10
959,5521.46,1089.29, 5526.17,-50.05
960,3473.12,819.97, 5526.17,-50.10
961,5525.59,1167.97, 5526.17,-50.10
962,5525.68,1616.12, 5526.17,-50.10
963,5517.37,794.11, 5526.17,-49.09
964,3471.45,741.89, 5526.17,-50.10
965,3473.23,915.22, 5526.17,-42.82
966,3473.57,1080.57, 5526.17,-50.10
967,5523.51,966.38, 5526.17,-49.97
968,3474.31,312.72, 5526.17,-50.08
969,5523.61,1445.25, 5526.17,-50.10
970,3471.18,570.49, 5526.17,-50.05
971,5523.34,798.41, 5526.17,-50.10
972,5523.84,1876.81, 5526.17,4.76
973,3473.36,894.61, 5526.17,-41.19
974,3471.89,1063.34, 5526.17,-49.98
975,5524.96,514.48, 5526.17,-50.10
976,5523.86,1273.57, 5526.17,-50.02
977,3470.40,925.56, 5526.17,-49.60
978,3010.79,815.28, 5526.17,-50.06
979,5521.45,866.94, 5526.17,-50.01
980,3470.50,987.88, 5526.17,-50.05
981,3509.73,546.08, 5526.17,-49.91
982,1009.28,224.46, 5526.17,-49.88
983,5523.83,1385.12, 5526.17,-50.10
984,3513.25,901.56, 5526.17,-50.06
985,5521.50,846.07, 5526.17,-49.99
986,3500.77,617.99, 5526.17,-50.00
987,3473.16,638.72, 5526.17,-49.94
988,3474.00,969.24, 5526.17,-50.06
989,1009.90,184.19, 5526.17,-50.10
990,5523.37,664.88, 5526.17,-50.10
991,3514.49,940.44, 5526.17,-49.91
992,3473.74,1091.51, 5526.17,-50.07
993,3506.94,1216.56, 5526.17,-50.04
994,3511.79,792.13, 5526.17,-50.07
995,3472.39,970.66, 5526.17,-50.10
996,3509.77,845.73, 5526.17,-49.26
997,5524.36,1075.51, 5526.17,-50.10
998,5523.41,796.30, 5526.17,-50.06
999,3461.19,547.05, 5526.17,-49.49
