Generation,BestFitness,AvgFitness,WorstFitness
227,2000.00,115.98,-50.10
228,22.40,-22.08,-50.10
229,2508.01,101.72,-50.10
230,2507.85,97.27,-50.10
231,1508.44,47.05,-50.10
232,2508.33,97.65,-50.10
233,1502.36,62.33,-50.10
234,2000.00,93.94,-50.10
235,959.59,13.48,-50.10
236,2949.90,344.63,-50.10
237,952.56,67.07,-50.10
238,2000.00,72.72,-50.10
239,2002.39,106.86,-50.10
240,2449.90,95.17,-50.10
241,505.55,6.84,-50.10
242,2000.00,101.66,-50.10
243,2949.90,243.92,-50.10
244,20.63,-21.09,-50.10
245,1510.52,44.82,-50.10
246,15.19,-24.47,-50.10
247,512.39,-4.82,-50.10
248,2949.90,174.40,-50.10
249,1501.26,142.52,-50.10
250,22.28,-32.18,-50.10
251,20.29,-37.05,-50.10
252,2950.05,122.95,-50.10
253,2000.00,97.70,-50.10
254,1511.74,56.83,-50.10
255,23.39,-27.12,-50.10
256,21.53,-24.25,-50.10
257,505.72,36.48,-50.10
258,20.24,-33.80,-50.10
259,1011.42,16.03,-50.10
260,3000.00,117.63,-50.10
261,2000.00,66.97,-50.10
262,2949.90,269.55,-50.10
263,955.37,23.68,-50.10
264,1010.19,24.19,-50.10
265,2453.68,196.07,-50.10
266,506.11,48.58,-50.10
267,16.68,-29.74,-50.10
268,15.78,-32.05,-50.10
269,504.40,-8.76,-50.10
270,2000.00,96.62,-50.10
271,1009.34,50.81,-50.10
272,1008.11,103.26,-50.10
273,21.67,-35.35,-50.10
274,1004.27,103.27,-50.10
275,20.10,-32.63,-50.10
276,1004.18,35.90,-50.10
277,2000.00,72.63,-50.10
278,2000.00,124.92,-50.10
279,2000.00,95.85,-50.10
280,2000.00,100.79,-50.10
281,1503.77,150.20,-50.10
282,505.49,15.95,-50.10
283,2449.90,96.78,-50.10
284,2449.90,162.35,-50.10
285,1009.56,27.10,-50.10
286,2449.90,166.18,-50.10
287,1007.48,20.46,-50.10
288,18.76,-36.49,-50.10
289,2000.00,66.40,-50.10
290,514.25,-6.62,-50.10
291,2449.90,100.63,-50.10
292,1011.05,45.38,-50.10
293,2449.90,120.98,-50.10
294,2002.24,70.34,-50.10
295,2452.77,210.16,-50.10
296,1949.98,118.02,-50.10
297,503.73,-6.34,-50.10
298,17.31,-29.85,-50.10
299,952.03,19.20,-50.10
300,1000.40,95.87,-50.10
301,500.00,-6.32,-50.10
302,2949.90,266.67,-50.10
303,16.19,-25.77,-50.10
304,20.18,-24.31,-50.10
305,449.90,-0.45,-50.10
306,1001.61,29.03,-50.10
307,1001.56,73.61,-50.10
308,2949.90,116.11,-50.10
309,1503.40,116.41,-50.10
310,23.65,-27.90,-50.10
311,1005.65,25.71,-50.10
312,22.59,-25.82,-50.10
313,500.00,-1.60,-50.10
314,1005.48,77.06,-50.10
315,2004.63,169.60,-50.10
316,13.39,-30.80,-50.10
317,2449.90,90.08,-50.10
318,957.81,22.58,-50.10
319,2949.90,161.68,-50.10
320,2454.55,95.63,-50.10
321,2001.24,104.47,-50.10
322,1509.66,126.42,-50.10
323,1508.26,38.52,-50.10
324,1010.87,169.68,-50.10
325,18.12,-29.85,-50.10
326,2000.00,100.23,-50.10
327,952.87,18.29,-50.10
328,20.72,-30.34,-50.10
329,2453.18,192.94,-50.10
330,500.06,-0.57,-50.10
331,21.29,-22.81,-50.10
332,2000.00,88.21,-50.10
333,19.95,-20.59,-50.10
334,1511.96,45.52,-50.10
335,1008.47,62.93,-50.10
336,1500.00,203.36,-50.10
337,1005.52,28.02,-50.10
338,509.94,19.25,-50.10
339,1506.97,94.72,-50.10
340,506.18,18.27,-50.10
341,957.75,16.89,-50.10
342,1009.92,34.74,-50.10
343,957.43,15.87,-50.10
344,1007.18,49.57,-50.10
345,2453.01,122.41,-50.10
346,22.26,-30.60,-50.10
347,15.78,-33.95,-50.10
348,1010.75,23.18,-50.10
349,3000.00,223.72,-50.10
350,21.50,-22.50,-50.10
351,2949.90,141.07,-50.10
352,1003.05,19.18,-50.10
353,2449.90,114.87,-50.10
354,2449.90,103.49,-50.10
355,1008.83,33.41,-50.10
356,2000.00,70.58,-50.10
357,503.93,28.28,-50.10
358,1510.94,107.99,-50.10
359,1507.86,65.29,-50.10
360,500.00,20.00,-50.10
361,2949.90,168.08,-50.10
362,2000.00,139.10,-50.10
363,2949.90,118.97,-50.10
364,954.47,43.21,-50.10
365,20.72,-23.90,-50.10
366,20.21,-30.07,-50.10
367,2000.00,96.24,-50.10
368,1003.43,73.15,-50.10
369,1500.00,120.18,-50.10
370,16.94,-23.88,-50.10
371,21.25,-31.46,-50.10
372,1002.60,24.79,-50.10
373,954.66,18.70,-50.10
374,500.00,-5.99,-50.10
375,1009.59,16.89,-50.10
376,2499.90,117.90,-50.10
377,2003.67,132.50,-50.10
