Generation,BestFitness,AvgFitness,WorstFitness
930,2513.09,279.04,-49.91
931,1949.90,138.72,-50.10
932,1500.00,163.37,-50.03
933,1012.00,53.41,-50.10
934,1008.67,91.06,-49.34
935,2004.63,161.21,-50.10
936,1511.51,108.62,-50.04
937,501.33,12.32,-50.06
938,501.39,6.70,-50.10
939,2000.20,157.65,-50.09
940,449.90,5.07,-50.10
941,449.90,15.95,-50.07
942,449.90,5.71,-50.10
943,21.21,-14.05,-50.10
944,1002.61,30.68,-50.10
945,502.95,11.56,-50.10
946,1008.58,93.33,-49.83
947,1007.79,104.44,-50.09
948,1004.57,85.64,-50.10
949,2500.00,295.25,-50.04
950,511.75,30.67,-50.00
951,1001.61,114.40,-49.95
952,2001.75,83.70,-50.10
953,1951.91,180.64,-50.10
954,501.57,17.16,-50.02
955,1500.00,86.99,-50.08
956,1003.68,105.27,-50.10
957,503.74,37.51,-50.00
958,16.73,-22.47,-50.10
959,500.69,1.75,-50.10
960,950.91,37.96,-50.08
961,1953.90,115.06,-50.10
962,507.73,110.34,-50.10
963,2503.09,264.34,-50.10
964,508.47,46.57,-49.13
965,1501.30,58.92,-50.10
966,2003.39,106.56,-50.10
967,505.88,60.80,-50.10
968,1008.41,81.46,-50.10
969,1005.09,100.27,-50.10
970,506.09,15.01,-50.00
971,449.90,2.82,-50.10
972,504.41,7.19,-50.10
973,22.23,-24.79,-50.10
974,506.20,33.07,-50.10
975,27.93,-29.49,-50.10
976,15.33,-22.10,-50.10
977,1003.16,38.25,-49.99
978,1500.02,80.09,-50.10
979,1500.72,158.75,-50.10
980,20.94,-22.87,-50.10
981,21.48,-18.88,-50.10
982,21.81,-22.37,-50.10
983,24.86,-24.91,-50.10
984,2949.90,192.03,-50.10
985,19.63,-27.32,-50.10
986,1007.04,60.34,-50.10
987,1001.68,110.98,-50.10
988,2000.75,80.85,-50.10
989,508.94,-2.87,-50.10
990,500.04,4.13,-50.10
991,511.92,10.81,-50.10
992,1008.65,75.19,-50.10
993,503.15,7.13,-50.10
994,1007.92,34.70,-50.10
995,1508.70,80.54,-50.10
996,509.45,2.63,-50.10
997,14.41,-22.03,-50.10
998,508.03,11.53,-50.10
999,1502.91,114.79,-50.10
